enforcement_zone,latitude,longitude,violation_count,frequency_score,avg_congestion_score,max_congestion_score,priority_score,risk_level,enforcement_demand_score,demand_percentage,cumulative_demand,allocation_weight,recommended_officers
"8th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",13.0090773359375,77.54319475312501,64,43.27868961408497,11.3453125,27.59,30.560938557042483,Medium,30.533138662746733,0.00023038247197838452,0.1969228192535157,0.0007684364083727484,1
"Old Madras Road, Muniswamappa Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.979969471428571,77.62987209999999,7,21.55897362518689,37.271428571428565,56.13,33.186915384022015,Medium,30.515435493852788,0.00023024889580540453,0.19715306814932113,0.0007679908675565244,1
"ITPL Main Road, Sattva Knowledge Court, Kundalhalli, Bengaluru, Karnataka. Pin-560048 (India)",12.974298384285714,77.71097302,70,44.194078650323505,13.353142857142858,15.24,29.15098218230461,Medium,30.50434325767793,0.00023016520127213172,0.19738323335059327,0.0007677117060126957,1
"11th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.97090463072719,77.6471906906723,34,36.86069242614519,19.301470588235293,34.63,31.146787389543185,Medium,30.491895540262206,0.0002300712791915884,0.19761330462978485,0.0007673984306770339,1
"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",12.979058339726027,77.58150211780821,73,44.62314711214084,11.317945205479452,19.84,29.674957117714257,Medium,30.488011733595272,0.00023004197460582348,0.19784334660439068,0.0007673006857815969,1
"50 Feet Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.008834558536586,77.52645735121952,41,38.750943032107685,16.518048780487806,33.93,31.116886150200187,Medium,30.48733574082996,0.00023003687402032416,0.198073383478411,0.0007672836728744603,1
"7th Cross Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.970503876744186,77.64504587441861,43,39.23324742490429,15.52232558139535,34.63,31.199321386870754,Medium,30.474100037185732,0.00022993700632713968,0.19830332048473814,0.000766950566059501,1
"Amrutha College Road, Rayasandra Circle, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",12.875910900000001,77.67133544193548,31,35.931622708644824,15.44741935483871,52.63,33.126037160774025,Medium,30.431989263948203,0.00022961926683292845,0.19853293975157107,0.0007658907519441599,1
"Kanteerava Studio Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.019828424390246,77.5320474804878,41,38.750943032107685,17.437560975609756,30.04,30.61473980873677,Medium,30.42016500912264,0.00022953004898061054,0.19876246980055168,0.0007655931674733919,1
"Bommanahalli Road, Brigade Calista, Cheemasandra, Bengaluru, Karnataka. Pin-560049 (India)",13.062726,77.740403,2,11.390054916652556,53.66,53.66,32.52502745832628,Medium,30.411530204158904,0.00022946489656589907,0.19899193469711757,0.0007653758528177771,1
"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",12.836030310204082,77.67901461836735,49,40.55858224656703,14.357142857142858,30.76,30.73843398042637,Medium,30.408220235611864,0.00022943992177557501,0.19922137461889314,0.0007652925498737134,1
"100 Feet Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.02787933,77.52005333,10,24.860598341446366,35.979,41.31,31.485999170723183,Medium,30.3969790877955,0.00022935510365548544,0.19945072972254863,0.0007650096406271598,1
"Sir CV Raman Hospital Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.972437700306015,77.6470701430496,39,38.245102477605926,18.456153846153846,28.98,30.455397392649115,Medium,30.392460208837107,0.00022932100724251905,0.19968005072979114,0.0007648959126820895,1
"12th Main Road, Indiranagar ESI Hospital Junction, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",12.969893923076922,77.63659909615384,52,41.16269533569884,14.54326923076923,26.52,30.24832843708019,Medium,30.381626665403594,0.0002292392646302031,0.19990928999442134,0.0007646232617339524,1
"Rajatha Bhavana Road, Dr Rajaramanna Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",13.051775680487806,77.55200201463416,41,38.750943032107685,17.610487804878048,28.98,30.454617857517256,Medium,30.374689399366545,0.0002291869206993665,0.2001384769151207,0.0007644486695357406,1
"Whitefield Road, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",12.987953359375,77.7340781734375,64,43.27868961408497,10.071406249999999,30.42,30.744766682042485,Medium,30.37027147524673,0.00022915358602352534,0.20036763050114423,0.0007643374823505452,1
"Shri Ramalingeshwara Cave Temple Road, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",12.87659211891892,77.5954321608108,74,44.762312621490615,11.723108108108107,16.31,29.16008874317774,Medium,30.353359779657673,0.0002290259817743131,0.20059665648291855,0.0007639118607738873,1
"Allalasandra Main Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.093995480952382,77.5945182952381,42,38.99489957663459,9.807142857142857,54.4,33.319592645460155,Medium,30.319694767149024,0.00022877196829451356,0.20082542845121307,0.0007630646035827512,1
"Murphy Road, Prestige Hermitage, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.975983162207449,77.6203264331401,13,27.360888115455122,22.63076923076923,73.44,35.15767482695833,Medium,30.313257694269545,0.00022872339848390027,0.20105415184969697,0.0007629025998916607,1
"Old Airport Road, SNS Arcade, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)",12.958876692218583,77.65984429207786,21,32.046922883175334,25.449047619047615,37.79,31.216175727301952,Medium,30.311974252413098,0.00022871371449723925,0.2012828655641942,0.000762870299136032,1
"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",12.98038490945946,77.6120842945946,74,44.762312621490615,12.163378378378379,14.19,28.86816982425882,Medium,30.29545437425227,0.0002285890666380882,0.20151145463083228,0.0007624545385428982,1
"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.058009977710674,77.5933172892439,57,42.09735259026713,13.619649122807017,23.35,29.80457103197567,Medium,30.255421117629375,0.00022828700268311787,0.2017397416335154,0.0007614470098942861,1
"Shri Ramalingeshwara Cave Temple Road, Mantri Pinnacle, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",12.876311414893616,77.5972234425532,47,40.13535308356842,15.475957446808511,27.58,30.226463775826765,Medium,30.249029302345612,0.00022823877435579888,0.2019679804078712,0.0007612861452143104,1
"Nallurahalli Road, Spectra Palmwoods, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",12.961167090243903,77.73265418292682,41,38.750943032107685,17.957073170731707,26.51,30.064593467273355,Medium,30.248994277415324,0.0002282385100812967,0.2021962189179525,0.0007612852637316718,1
"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",13.003611330985915,77.66242450704226,71,44.339083458492006,11.077042253521126,19.83,29.45865440530234,Medium,30.246460690902996,0.0002282193933461936,0.2024244383112987,0.000761221500220775,1
"Subedar Chatram Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.989472639655173,77.57330845,58,42.27458211586031,12.399655172413794,26.53,30.163187609654294,Medium,30.243899474068,0.00022820006813131032,0.20265263837943,0.0007611570413294869,1
"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",12.881804575714286,77.59589170000001,70,44.194078650323505,10.757571428571428,21.6,29.64431075373318,Medium,30.231893257677925,0.00022810947731974636,0.20288074785674975,0.0007608548773789398,1
"HMT Main Road, Muni Venkatappa Block, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",13.048946728571428,77.54768671785713,28,34.91102804853817,21.623214285714287,34.62,30.86647830998337,Medium,30.231190426695996,0.00022810417423116487,0.20310885203098092,0.0007608371890265759,1
"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",12.975675354803482,77.55953035834641,79,45.43142701933488,10.200253164556962,16.31,29.03778945903453,Medium,30.18837346822912,0.0002277811063394833,0.2033366331373204,0.0007597596021415474,1
"Bellary Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",13.097363771428572,77.59884587857142,56,41.91704065799789,14.135892857142858,21.58,29.5152881861418,Medium,30.159934861898837,0.00022756652779587667,0.20356419966511627,0.0007590438794394383,1
"Bellary Road, Suraj Homes, Hebbal, Bengaluru, Karnataka. Pin-560092 (India)",13.054016684285715,77.5925239157143,70,44.194078650323505,10.010714285714286,23.36,29.77225361087604,Medium,30.14649325767793,0.00022746510651580547,0.20379166477163208,0.000758705590664597,1
"Hosur Road, Metro Urbano, Muni Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",12.892605353517812,77.63746283155892,57,42.09735259026713,14.004912280701754,20.88,29.42614997934409,Medium,30.143263222892532,0.00022744073485173727,0.2040191055064838,0.0007586242994368322,1
"Gnana Bharathi Road, Kendra Upadhyayara Sangha, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",12.955860249253732,77.51844764179104,67,43.746483612940445,11.51,20.54,29.434241806470222,Medium,30.143065987117243,0.00022743924664359806,0.2042465447531274,0.0007586193355465344,1
"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.969689243016603,77.74994843829876,34,36.86069242614519,19.188235294117646,31.45,30.47681680130789,Medium,30.134263187321032,0.000227372826653181,0.2044739175797806,0.0007583977929159605,1
"Kaggadaspura Main Road, Jagadaapura, Kaggadasapura, Bengaluru, Karnataka. Pin-560093 (India)",12.984026469565219,77.67928279565217,23,32.949028541839446,17.56434782608696,58.62,33.46781861874581,Medium,30.131487437142134,0.0002273518827143717,0.20470126946249495,0.000758327934801419,1
"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",12.870156320967741,77.65316985645161,62,42.95467340703127,10.092419354838709,29.71,30.44706250996725,Medium,30.12841714806075,0.00022732871638364918,0.2049285981788786,0.0007582506639403908,1
"T.C Palya, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",13.005615962790698,77.6856466744186,43,39.23324742490429,15.210930232558137,32.16,30.611902782219584,Medium,30.11811166509271,0.0002272509581594675,0.20515584913703808,0.000757991302844043,1
"Church Street, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.974454137931033,77.60710439482759,58,42.27458211586031,12.70396551724138,24.06,29.76048071310257,Medium,30.103408094757654,0.00022714001493420285,0.20538298915197228,0.0007576212537998446,1
"Triveni Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.019169743478262,77.55786783913044,69,44.047016967874164,9.20304347826087,26.54,30.092421527415343,Medium,30.100924549722098,0.00022712127577833417,0.20561011042775063,0.0007575587496973928,1
"Hoodi Main Road, Thigalarapalya, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",12.993638163414634,77.71685422195122,41,38.750943032107685,15.803414634146343,32.51,30.618495906297742,Medium,30.095213789610447,0.00022707818623402202,0.20583718861398465,0.0007574150253316226,1
"1st Main Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.959188707017544,77.70139240701754,57,42.09735259026713,13.254035087719299,23.0,29.624886821449355,Medium,30.092456205348675,0.00022705737936297175,0.2060642459933476,0.0007573456244040171,1
"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",12.880606114035087,77.64529206666666,57,42.09735259026713,13.843333333333334,20.88,29.37767629513356,Medium,30.086710591313587,0.00022701402683445975,0.20629126002018205,0.0007572010228593877,1
"Sir CV Raman Hospital Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",12.969265214519716,77.64764774243207,36,37.43682257041187,17.221111111111114,34.63,30.81074461853927,Medium,30.08064130261542,0.00022696823207523506,0.2065182282522573,0.0007570482753000846,1
"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",13.008256195625,77.692522719375,32,36.25065325809892,19.4878125,33.21,30.61367037904946,Medium,30.079593666954406,0.00022696032732309076,0.20674518857958038,0.0007570219091477697,1
"Whitefield Road, Belathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",12.98783204,77.73450792,20,31.56461849037872,27.658499999999997,30.38,30.15585924518936,Medium,30.0790151697083,0.00022695596237302576,0.2069721445419534,0.0007570073499388078,1
"Sarjapur Marathahalli Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.925199742857142,77.63426712857142,49,40.55858224656703,14.90938775510204,25.46,29.844107449814125,Medium,30.071505949897578,0.00022689930286475405,0.20719904384481816,0.0007568183632131139,1
"Sarjapura Main Road, Srinivasa Classic, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.916469050315765,77.67323999086958,69,44.047016967874164,11.228695652173913,19.13,29.218117179589257,Medium,30.06890281059166,0.00022687966133117882,0.20742592350614933,0.0007567528492467697,1
"Old Madras Road, Corporation Colony, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",12.981478647575088,77.63063208500418,21,32.046922883175334,21.115238095238094,50.5,32.4580328701591,Medium,30.06614091907977,0.0002268588219605241,0.20765278232810985,0.000756683339917344,1
"Whitefield Main Road, SBR Magnus, Katamnallur, Bengaluru, Karnataka. Pin-560049 (India)",13.051826199999999,77.76175313333333,3,14.372649083457928,46.949999999999996,57.19,32.70932454172896,Medium,30.05645699590186,0.00022678575360732207,0.20787956808171718,0.0007564396217975665,1
"Whitefield Road, Salarpuria GR Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.98560972962963,77.7455588,27,34.54721265718409,22.06851851851852,33.21,30.5361618841476,Medium,30.04594844293273,0.00022670646315386804,0.20810627454487104,0.0007561751499792583,1
"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",13.007957470149254,77.55692857462687,67,43.746483612940445,11.414925373134329,19.83,29.26371941841052,Medium,30.038789867714257,0.0002266524493732053,0.20833292699424424,0.0007559949880283134,1
"Sarjapura Main Road, Salarpuria Sanctity, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",12.91209580483871,77.68165489193548,62,42.95467340703127,12.09032258064516,21.59,29.422433477709188,Medium,30.015683277093007,0.0002264781026240841,0.20855940509686832,0.0007554134577211001,1
"Mysore Road, Helmet Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",12.948851936,77.536075664,25,33.77888530339491,22.4604,35.68,30.763562651697452,Medium,30.0075269168672,0.00022641656023068908,0.20878582165709902,0.0007552081842237848,1
"13th Main Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",13.058562545307067,77.59138031175478,43,39.23324742490429,14.784651162790698,32.52,30.55601906128936,Medium,30.00491399067411,0.00022639684485186378,0.2090122185019509,0.0007551424239479959,1
BTP134 - Mico Bande,12.945696853061223,77.6025479367347,49,40.55858224656703,13.119183673469388,30.76,30.36704622532433,Medium,29.97493452132615,0.00022617063999512532,0.20923838914194604,0.0007543879218967944,1
"Thavarekere Main Road, Krishna Murthy Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",12.927325951851852,77.60907919629629,27,34.54721265718409,22.314444444444444,31.44,30.255939661925378,Medium,29.955022517006803,0.00022602039743972328,0.20946440953938575,0.0007538867906750202,1
"MBT Road, Ranka Junction, Annaiah Reddy Industrial Area, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",12.997183451011171,77.6700437940183,10,24.860598341446366,32.767,48.02,31.864399170723182,Medium,29.9437790877955,0.00022593556210576615,0.2096903451014915,0.0007536038240119347,1
"B Narayanpura Main Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",12.999686749261183,77.67623064966573,36,37.43682257041187,15.063888888888888,40.63,31.363577951872603,Medium,29.92561352483764,0.0002257984970190308,0.20991614359851055,0.0007531466459894067,1
"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.906920527777778,77.6288413,36,37.43682257041187,15.133055555555554,40.28,31.314327951872603,Medium,29.914821858170974,0.0002257170703805547,0.2101418606688911,0.0007528750489660778,1
"Railway Samantara Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",13.0699241,77.58716144310345,58,42.27458211586031,10.720344827586207,29.0,30.15339450620602,Medium,29.903140853378346,0.0002256289333963736,0.21036748960228746,0.00075258106971068,1
